*Vertices   7343
     51 "Y. G. Stoyan"                           0.0000    0.0000    0.5000
     52 "N. N. Metelskij"                        0.0000    0.0000    0.5000
     53 "N. N. Metelskii"                        0.0000    0.0000    0.5000
     54 "R. M. Murray"                          0.0000    0.0000    0.5000
     55 "F. E. Sevilgen"                         0.0000    0.0000    0.5000
     56 "Tom Hudson"                            0.0000    0.0000    0.5000
     57 "G. Sander"                              0.0000    0.0000    0.5000
     58 "T. W. Hill"                             0.0000    0.0000    0.5000
     59 "K. R. Lee"                              0.0000    0.0000    0.5000
     60 "W. Wright"                              0.0000    0.0000    0.5000
     61 "M.-S. Kim"                             0.0000    0.0000    0.5000
     62 "L. L. Larmore"                         0.0000    0.0000    0.5000
     63 "N. I. Chernov"                          0.0000    0.0000    0.5000
     64 "Hans-Peter Kriegel"                    0.0000    0.0000    0.5000
     65 "E. D. Goodman"                          0.0000    0.0000    0.5000
     66 "Timothy J. Baker"                      0.0000    0.0000    0.5000
     67 "Christophe Schlick"                     0.0000    0.0000    0.5000
     68 "Christian Thiel"                       0.0000    0.0000    0.5000
     69 "V. A. Vassiliev"                        0.0000    0.0000    0.5000
     70 "D. Nassimi"                             0.0000    0.0000    0.5000
     71 "Matthias J. Fischer"                   0.0000    0.0000    0.5000
     72 "Naji Mouawad"                          0.0000    0.0000    0.5000
     73 "Peter F. Ash"                          0.0000    0.0000    0.5000
     74 "A. D. Fisher"                           0.0000    0.0000    0.5000
     75 "F. Pont"                                0.0000    0.0000    0.5000
     76 "T. Luczak"                              0.0000    0.0000    0.5000
     77 "M. M. Halldorsson"                      0.0000    0.0000    0.5000
     78 "G. S. Brown"                            0.0000    0.0000    0.5000
     79 "Micha Sharir"                          0.0000    0.0000    0.5000
     80 "M. R. Henzinger"                       0.0000    0.0000    0.5000
     81 "Q. T. Pham"                             0.0000    0.0000    0.5000
     82 "S. C. Johnson"                          0.0000    0.0000    0.5000
     83 "V. Ramirez Gonzalez"                   0.0000    0.0000    0.5000
     84 "Xiao Wen Deng"                          0.0000    0.0000    0.5000
     85 "A. Y. Zomaya"                           0.0000    0.0000    0.5000
     86 "B. McKay"                               0.0000    0.0000    0.5000
     87 "D. J. Gschwind"                         0.0000    0.0000    0.5000
     88 "Y. Liu"                                 0.0000    0.0000    0.5000
     89 "Andrew S. Glassner"                    0.0000    0.0000    0.5000
     90 "L. Paul Chew"                          0.0000    0.0000    0.5000
     91 "J. N. Cederquist"                      0.0000    0.0000    0.5000
     92 "M. Flickner"                            0.0000    0.0000    0.5000
     93 "E. H. Blake"                            0.0000    0.0000    0.5000
     94 "Jeffery Westbrook"                     0.0000    0.0000    0.5000
     95 "T. M. Murali"                          0.0000    0.0000    0.5000
     96 "Marc J. van Kreveld"                   0.0000    0.0000    0.5000
     97 "C. Steward"                             0.0000    0.0000    0.5000
     98 "E. Szemeredi"                          0.0000    0.0000    0.5000
     99 "L.-E. Andersson"                        0.0000    0.0000    0.5000
    100 "W. T. Reeves"                           0.0000    0.0000    0.5000
    101 "Bonnie Berger"                         0.0000    0.0000    0.5000
    102 "H. Nair"                                0.0000    0.0000    0.5000
    103 "S. Muthukrishnan"                       0.0000    0.0000    0.5000
    104 "R. E. Lynch"                            0.0000    0.0000    0.5000
    105 "A. Buzo"                                0.0000    0.0000    0.5000
    106 "E. G. Rees"                             0.0000    0.0000    0.5000
    107 "J. C. Davis"                            0.0000    0.0000    0.5000
    108 "John H. Reif"                          0.0000    0.0000    0.5000
    109 "F. Bauernoppel"                         0.0000    0.0000    0.5000
    110 "Eugene Fiume"                          0.0000    0.0000    0.5000
    111 "Z.-H. Zhong"                            0.0000    0.0000    0.5000
    112 "N. Chiba"                               0.0000    0.0000    0.5000
    113 "J. Kavanagh"                            0.0000    0.0000    0.5000
    114 "T. Reico"                               0.0000    0.0000    0.5000
    115 "S. V. Smelyakov"                        0.0000    0.0000    0.5000
    116 "M. D. Hirsch"                           0.0000    0.0000    0.5000
    117 "K. Opitz"                               0.0000    0.0000    0.5000
    118 "G. S. Bloom"                            0.0000    0.0000    0.5000
    119 "S. G. Akl"                             0.0000    0.0000    0.5000
    120 "A. Gabrielov"                           0.0000    0.0000    0.5000
    121 "R. E. Barnhill"                        0.0000    0.0000    0.5000
    122 "B. Willette"                            0.0000    0.0000    0.5000
    123 "N. Leekha"                              0.0000    0.0000    0.5000
    124 "T. Ohtsuki"                             0.0000    0.0000    0.5000
    125 "Derick R. Wood"                        0.0000    0.0000    0.5000
    126 "P. Wollard"                             0.0000    0.0000    0.5000
    127 "G. Granot"                              0.0000    0.0000    0.5000
    128 "R. J. Cimikowski"                       0.0000    0.0000    0.5000
    129 "D. B. Levine"                           0.0000    0.0000    0.5000
    130 "R. C. Mosteller"                        0.0000    0.0000    0.5000
    131 "W. Li"                                  0.0000    0.0000    0.5000
    132 "J. Y. H. Fu"                            0.0000    0.0000    0.5000
    133 "Andreas Fabri"                         0.0000    0.0000    0.5000
    134 "D. R. Niemeyer"                         0.0000    0.0000    0.5000
    135 "H. J. Bernstein"                        0.0000    0.0000    0.5000
    136 "Mark Goldberg"                         0.0000    0.0000    0.5000
    137 "M. Slusarek"                            0.0000    0.0000    0.5000
    138 "Alan M. Frieze"                        0.0000    0.0000    0.5000
    139 "C. D. Tomlin"                           0.0000    0.0000    0.5000
    140 "Hristo N. Djidjev"                     0.0000    0.0000    0.5000
    141 "G. Sierksma"                            0.0000    0.0000    0.5000
    142 "S. M. Dorney"                           0.0000    0.0000    0.5000
    143 "Peter Brass"                           0.0000    0.0000    0.5000
    144 "J. Bhadury"                             0.0000    0.0000    0.5000
    145 "O. Aberth"                              0.0000    0.0000    0.5000
    146 "P. Henrici"                             0.0000    0.0000    0.5000
    147 "M. Gautherie"                           0.0000    0.0000    0.5000
    148 "Jyh-Jong Tsay"                         0.0000    0.0000    0.5000
    149 "Ben-Arroyo"                             0.0000    0.0000    0.5000
    150 "C. C. Handley"                          0.0000    0.0000    0.5000
    151 "Koichi Wada"                           0.0000    0.0000    0.5000
    152 "M. Lobo"                                0.0000    0.0000    0.5000
    153 "K. Heaton"                              0.0000    0.0000    0.5000
    154 "B. W. Kernighan"                        0.0000    0.0000    0.5000
    155 "Kumar Ramaiyer"                        0.0000    0.0000    0.5000
    156 "P. Borrel"                              0.0000    0.0000    0.5000
    157 "M. Falk"                                0.0000    0.0000    0.5000
    158 "D. Kim"                                 0.0000    0.0000    0.5000
    159 "M. A. Langston"                         0.0000    0.0000    0.5000
    160 "G. A. Watson"                           0.0000    0.0000    0.5000
    161 "J. H. Hellerstein"                      0.0000    0.0000    0.5000
    162 "R. Heckmann"                            0.0000    0.0000    0.5000
    163 "Matthew T. Dickerson"                  0.0000    0.0000    0.5000
    164 "Eva K. Lee"                             0.0000    0.0000    0.5000
    165 "Pat Hanrahan"                          0.0000    0.0000    0.5000
    166 "Robert M. Corless"                      0.0000    0.0000    0.5000
    167 "A. Inselberg"                           0.0000    0.0000    0.5000
    168 "A. Klapper"                             0.0000    0.0000    0.5000
    169 "Frank Nielsen"                         0.0000    0.0000    0.5000
    170 "Hee-Kap Ahn"                           0.0000    0.0000    0.5000
    171 "Pamela J. Vermeer"                     0.0000    0.0000    0.5000
    172 "Aristides A. G. Requicha"              0.0000    0.0000    0.5000
    173 "A. L. Liestman"                        0.0000    0.0000    0.5000
    174 "V. A. Zalgaller"                        0.0000    0.0000    0.5000
    175 "B. Preis"                               0.0000    0.0000    0.5000
    176 "David G. Kirkpatrick"                  0.0000    0.0000    0.5000
    177 "C.-J. Su"                               0.0000    0.0000    0.5000
    178 "Yossi Matias"                          0.0000    0.0000    0.5000
    179 "Michael T. Hallett"                     0.0000    0.0000    0.5000
    180 "D. R. Smith"                            0.0000    0.0000    0.5000
    181 "Sudebkumar Prasant Pal"                0.0000    0.0000    0.5000
    182 "Ronitt Rubinfeld"                      0.0000    0.0000    0.5000
    183 "C. Bradford Barber"                    0.0000    0.0000    0.5000
    184 "S. Takahashi"                           0.0000    0.0000    0.5000
    185 "F. C. Eigler"                           0.0000    0.0000    0.5000
    186 "Marina Gavrilova"                      0.0000    0.0000    0.5000
    187 "C. Ullrich"                             0.0000    0.0000    0.5000
    188 "Warren N. Waggenspack"                  0.0000    0.0000    0.5000
    189 "Geza Toth"                             0.0000    0.0000    0.5000
    190 "Wielandt"                               0.0000    0.0000    0.5000
    191 "L. Klein"                               0.0000    0.0000    0.5000
    192 "W. R. Stewart"                          0.0000    0.0000    0.5000
    193 "G. Rawlings"                            0.0000    0.0000    0.5000
    194 "M. W. Jones"                            0.0000    0.0000    0.5000
    195 "P. F. Dietz"                           0.0000    0.0000    0.5000
    196 "L. Furlani"                             0.0000    0.0000    0.5000
    197 "D. Wang"                                0.0000    0.0000    0.5000
    198 "S. Geisler"                             0.0000    0.0000    0.5000
    199 "C. Kumar"                               0.0000    0.0000    0.5000
    200 "P. Pedersen"                            0.0000    0.0000    0.5000
    201 "M. Shneerson"                           0.0000    0.0000    0.5000
    202 "J. H. Friedman"                        0.0000    0.0000    0.5000
    203 "Christos Levcopoulos"                  0.0000    0.0000    0.5000
    204 "E. Ron Davidson"                       0.0000    0.0000    0.5000
    205 "M. V. A. Andrade"                       0.0000    0.0000    0.5000
    206 "Xiangping Chen"                        0.0000    0.0000    0.5000
    207 "C. G. Armstrong"                        0.0000    0.0000    0.5000
    208 "M. Gopi"                                0.0000    0.0000    0.5000
    209 "V. Bhaskaran"                           0.0000    0.0000    0.5000
    210 "William J. Lenhart"                    0.0000    0.0000    0.5000
    211 "R. A. Liming"                           0.0000    0.0000    0.5000
    212 "H. G. Mairson"                          0.0000    0.0000    0.5000
    213 "S. Sairam"                              0.0000    0.0000    0.5000
    214 "H. Tverberg"                            0.0000    0.0000    0.5000
    215 "S. Shinotuka"                           0.0000    0.0000    0.5000
    216 "N. L. White"                           0.0000    0.0000    0.5000
    217 "S. Wang"                                0.0000    0.0000    0.5000
    218 "T. Risse"                               0.0000    0.0000    0.5000
    219 "D. Surla"                               0.0000    0.0000    0.5000
    220 "Tycho Strijk"                          0.0000    0.0000    0.5000
    221 "J. Heistermann"                         0.0000    0.0000    0.5000
    222 "N. R. Chrisman"                        0.0000    0.0000    0.5000
    223 "Bettina Klinz"                          0.0000    0.0000    0.5000
    224 "Neil C. Rowe"                          0.0000    0.0000    0.5000
    225 "Susan Hert"                            0.0000    0.0000    0.5000
    226 "M.-T. Shing"                           0.0000    0.0000    0.5000
    227 "P. J. Cameron"                          0.0000    0.0000    0.5000
    228 "C. J. Hunt"                             0.0000    0.0000    0.5000
    229 "M. Stonebreaker"                        0.0000    0.0000    0.5000
    230 "Andrea Pietracaprina"                  0.0000    0.0000    0.5000
    231 "Yasukazu Aoki"                         0.0000    0.0000    0.5000
    232 "P. Brunet"                              0.0000    0.0000    0.5000
    233 "S. Raghotama"                           0.0000    0.0000    0.5000
    234 "D. A. Smith"                            0.0000    0.0000    0.5000
    235 "J. A. Amanatides"                      0.0000    0.0000    0.5000
    236 "Rajeev Motwani"                        0.0000    0.0000    0.5000
    237 "M. Bertolotto"                          0.0000    0.0000    0.5000
    238 "Lars Knipping"                         0.0000    0.0000    0.5000
    239 "J. Dangermond"                          0.0000    0.0000    0.5000
    240 "Giri Narasimhan"                       0.0000    0.0000    0.5000
    241 "Sandor P. Fekete"                      0.0000    0.0000    0.5000
    242 "R. Ringeisen"                           0.0000    0.0000    0.5000
    243 "Francis Y. L. Chin"                    0.0000    0.0000    0.5000
    244 "J. H. Conway"                           0.0000    0.0000    0.5000
    245 "Sergei N. Bespamyatnikh"               0.0000    0.0000    0.5000
    246 "Karel Zikan"                           0.0000    0.0000    0.5000
    247 "Steven Eker"                            0.0000    0.0000    0.5000
    248 "G. B. Purdy"                           0.0000    0.0000    0.5000
    249 "Paul B. Callahan"                      0.0000    0.0000    0.5000
    250 "H. Weber"                               0.0000    0.0000    0.5000
    251 "U. M. Landau"                           0.0000    0.0000    0.5000
    252 "Ines Semrau"                           0.0000    0.0000    0.5000
    253 "W. Heidrich"                            0.0000    0.0000    0.5000
    254 "T. Zamfirescu"                          0.0000    0.0000    0.5000
    255 "Tamas Lukovszki"                       0.0000    0.0000    0.5000
    256 "Gyula Karolyi"                         0.0000    0.0000    0.5000
    257 "Ferran Hurtado"                        0.0000    0.0000    0.5000
    258 "P. Looges"                              0.0000    0.0000    0.5000
    259 "S.-B. Shin"                             0.0000    0.0000    0.5000
    260 "Peter J. Rousseeuw"                    0.0000    0.0000    0.5000
    261 "M. Tokoro"                              0.0000    0.0000    0.5000
    262 "W. E. Howden"                           0.0000    0.0000    0.5000
    263 "M. Mignotte"                            0.0000    0.0000    0.5000
    264 "C. Y. Hung"                             0.0000    0.0000    0.5000
    265 "Alain Fournier"                        0.0000    0.0000    0.5000
    266 "F. K. Hwang"                            0.0000    0.0000    0.5000
    267 "M. A. Bauer"                            0.0000    0.0000    0.5000
    268 "Lyudmil Aleksandrov"                   0.0000    0.0000    0.5000
    269 "S. Toida"                               0.0000    0.0000    0.5000
    270 "P. M. Vaidya"                          0.0000    0.0000    0.5000
    271 "Amos Fiat"                             0.0000    0.0000    0.5000
    272 "T. Abe"                                 0.0000    0.0000    0.5000
    273 "Gert Vegter"                           0.0000    0.0000    0.5000
    274 "C. E. Leiserson"                        0.0000    0.0000    0.5000
    275 "C. Stirk"                               0.0000    0.0000    0.5000
    276 "L. Roth"                                0.0000    0.0000    0.5000
    277 "Brendan Madden"                        0.0000    0.0000    0.5000
    278 "Behnke"                                 0.0000    0.0000    0.5000
    279 "A. Tarski"                              0.0000    0.0000    0.5000
    280 "H. Breu"                                0.0000    0.0000    0.5000
    281 "E. N. Gilbert"                          0.0000    0.0000    0.5000
    282 "Gerald Farin"                          0.0000    0.0000    0.5000
    283 "B. Romney"                              0.0000    0.0000    0.5000
    284 "Stefan Naher"                          0.0000    0.0000    0.5000
    285 "K. Leichtweiss"                         0.0000    0.0000    0.5000
    286 "C. Kinsey"                              0.0000    0.0000    0.5000
    287 "Ida Ruts"                               0.0000    0.0000    0.5000
    288 "Mordecai J. Golin"                     0.0000    0.0000    0.5000
    289 "W. Lai"                                 0.0000    0.0000    0.5000
    290 "S. Poljak"                              0.0000    0.0000    0.5000
    291 "J. F. O'Callaghan"                      0.0000    0.0000    0.5000
    292 "T. H. Spencer"                          0.0000    0.0000    0.5000
    293 "V. O. K. Li"                            0.0000    0.0000    0.5000
    294 "Arnold W. M. Smeulders"                0.0000    0.0000    0.5000
    295 "N. Christofides"                        0.0000    0.0000    0.5000
    296 "C. F. van Loan"                        0.0000    0.0000    0.5000
    297 "D. W. Hearn"                           0.0000    0.0000    0.5000
    298 "A. W. Tempelton"                        0.0000    0.0000    0.5000
    299 "Md. Saidur Rahman"                      0.0000    0.0000    0.5000
    300 "K. Toshimitsu"                          0.0000    0.0000    0.5000
    301 "J. Bhasker"                             0.0000    0.0000    0.5000
    302 "B. Dushnik"                             0.0000    0.0000    0.5000
    303 "M. Orlowski"                            0.0000    0.0000    0.5000
    304 "Zhixiang Chen"                         0.0000    0.0000    0.5000
    305 "S. Kanaganathan"                        0.0000    0.0000    0.5000
    306 "L. B. Rall"                             0.0000    0.0000    0.5000
    307 "R. du Cloux"                            0.0000    0.0000    0.5000
    308 "A. C. Norman"                           0.0000    0.0000    0.5000
    309 "Mike S. Paterson"                      0.0000    0.0000    0.5000
    310 "T. Varady"                              0.0000    0.0000    0.5000
    311 "Bernard Chazelle"                      0.0000    0.0000    0.5000
    312 "W.-E. Blanz"                            0.0000    0.0000    0.5000
    313 "G. Sangudi"                             0.0000    0.0000    0.5000
    314 "S. Arimoto"                             0.0000    0.0000    0.5000
    315 "G. D. S. Ramkumar"                     0.0000    0.0000    0.5000
    316 "Z. Michalewicz"                         0.0000    0.0000    0.5000
    317 "Takeshi Tokuyama"                      0.0000    0.0000    0.5000
    318 "S. P. Koruthu"                          0.0000    0.0000    0.5000
    319 "Steve Sullivan"                         0.0000    0.0000    0.5000
    320 "Andrew B. Kahng"                       0.0000    0.0000    0.5000
    321 "Paresh Parikh"                          0.0000    0.0000    0.5000
    322 "Ioannis Z. Emiris"                     0.0000    0.0000    0.5000
    323 "W. Blaschke"                            0.0000    0.0000    0.5000
    324 "Gary L. Miller"                        0.0000    0.0000    0.5000
    325 "J. Hammer"                              0.0000    0.0000    0.5000
    326 "M. Furukata"                            0.0000    0.0000    0.5000
    327 "Sandy Irani"                           0.0000    0.0000    0.5000
    328 "Frederic Cazals"                       0.0000    0.0000    0.5000
    329 "Z. Li"                                  0.0000    0.0000    0.5000
    330 "Hamid Shahnasser"                      0.0000    0.0000    0.5000
    331 "Howard J. Karloff"                     0.0000    0.0000    0.5000
    332 "W. Cunto"                               0.0000    0.0000    0.5000
    333 "R. Mead"                                0.0000    0.0000    0.5000
    334 "David White"                           0.0000    0.0000    0.5000
    335 "J. J. Bartoldi"                        0.0000    0.0000    0.5000
    336 "S. V. Rao"                              0.0000    0.0000    0.5000
    337 "T. F. Banchoff"                         0.0000    0.0000    0.5000
    338 "K. S. Klimaszewski"                    0.0000    0.0000    0.5000
    339 "B. S. Baker"                            0.0000    0.0000    0.5000
    340 "A. Shoshani"                            0.0000    0.0000    0.5000
    341 "Eugen Ardeleanu"                        0.0000    0.0000    0.5000
    342 "Kathleen R. Romanik"                   0.0000    0.0000    0.5000
    343 "Elias Zerhouni"                         0.0000    0.0000    0.5000
    344 "T. Keleti"                              0.0000    0.0000    0.5000
    345 "M. Richetin"                            0.0000    0.0000    0.5000
    346 "B. F. Schaudt"                         0.0000    0.0000    0.5000
    347 "A. K. Somani"                           0.0000    0.0000    0.5000
    348 "L. K. Platzman"                         0.0000    0.0000    0.5000
    349 "X. Tu"                                  0.0000    0.0000    0.5000
    350 "E. Kuo"                                 0.0000    0.0000    0.5000
    351 "G. W. Hodgman"                          0.0000    0.0000    0.5000
    352 "D. Maple"                               0.0000    0.0000    0.5000
    353 "K. Diks"                                0.0000    0.0000    0.5000
    354 "Joseph Zaks"                           0.0000    0.0000    0.5000
    355 "Simeon Ntafos"                         0.0000    0.0000    0.5000
    356 "Chong Zhu"                             0.0000    0.0000    0.5000
    357 "C. Kolb"                                0.0000    0.0000    0.5000
    358 "S. Hertel"                              0.0000    0.0000    0.5000
    359 "R. J. Elliott"                         0.0000    0.0000    0.5000
    360 "C. Muller"                              0.0000    0.0000    0.5000
    361 "Y. Yamaguchi"                           0.0000    0.0000    0.5000
    362 "S. Kumar"                               0.0000    0.0000    0.5000
    363 "X.-H. Tan"                             0.0000    0.0000    0.5000
    364 "Jayachandra Reddy"                      0.0000    0.0000    0.5000
    365 "P. J. Kahn"                            0.0000    0.0000    0.5000
    366 "C. M. Philip"                           0.0000    0.0000    0.5000
    367 "Nancy M. Amato"                        0.0000    0.0000    0.5000
    368 "Alon Itai"                             0.0000    0.0000    0.5000
    369 "Noel Walkington"                       0.0000    0.0000    0.5000
    370 "C. F. Scheepers"                        0.0000    0.0000    0.5000
    371 "E. W. Mayr"                            0.0000    0.0000    0.5000
    372 "Z. Cao"                                 0.0000    0.0000    0.5000
    373 "V. Ralph Algazi"                       0.0000    0.0000    0.5000
    374 "J. Cohon"                               0.0000    0.0000    0.5000
    375 "Ketan Mulmuley"                        0.0000    0.0000    0.5000
    376 "Vladimir Estivill-Castro"              0.0000    0.0000    0.5000
    377 "L. L. Smarr"                            0.0000    0.0000    0.5000
    378 "Sanjeev Arora"                         0.0000    0.0000    0.5000
    379 "T. W. Lam"                             0.0000    0.0000    0.5000
    380 "C. Wrathall"                            0.0000    0.0000    0.5000
    381 "Daniel Fischer"                         0.0000    0.0000    0.5000
    382 "T. M. Gonzales"                         0.0000    0.0000    0.5000
    383 "L. Carstensen"                          0.0000    0.0000    0.5000
    384 "S. Gottwald"                            0.0000    0.0000    0.5000
    385 "Barry Hayes"                           0.0000    0.0000    0.5000
    386 "Bernard Lacolle"                       0.0000    0.0000    0.5000
    387 "J. B. Lotspiech"                        0.0000    0.0000    0.5000
    388 "P. G. Spirakis"                        0.0000    0.0000    0.5000
    389 "R. Agrawarl"                            0.0000    0.0000    0.5000
    390 "Pedro A. Ramos"                        0.0000    0.0000    0.5000
    391 "T. Ling"                                0.0000    0.0000    0.5000
    392 "Craig Gotsman"                         0.0000    0.0000    0.5000
    393 "M. Espie"                               0.0000    0.0000    0.5000
    394 "Ted D. Blacker"                        0.0000    0.0000    0.5000
    395 "Donald E. Knuth"                       0.0000    0.0000    0.5000
    396 "Ulrich Fossmeier"                      0.0000    0.0000    0.5000
    397 "H.-P. Lenhof"                          0.0000    0.0000    0.5000
    398 "W. Fenchel"                             0.0000    0.0000    0.5000
    399 "P. Gahinet"                             0.0000    0.0000    0.5000
    400 "Z. Sweedyk"                             0.0000    0.0000    0.5000
    401 "R. B. Eggleton"                         0.0000    0.0000    0.5000
    402 "B. Gostiaux"                            0.0000    0.0000    0.5000
    403 "R. Barakat"                             0.0000    0.0000    0.5000
    404 "L. Gerencser"                           0.0000    0.0000    0.5000
    405 "Jack Scott Snoeyink"                   0.0000    0.0000    0.5000
    406 "M. D. F. Schlag"                       0.0000    0.0000    0.5000
    407 "N. Lasudry"                             0.0000    0.0000    0.5000
    408 "Andras Bezdek"                         0.0000    0.0000    0.5000
    409 "Paola Bertolazzi"                      0.0000    0.0000    0.5000
    410 "Christos D. Zaroliagis"                0.0000    0.0000    0.5000
    411 "E. H. Spanier"                          0.0000    0.0000    0.5000
    412 "Michel Pocchiola"                      0.0000    0.0000    0.5000
    413 "Sabine Stifter"                        0.0000    0.0000    0.5000
    414 "C. R. Dyer"                            0.0000    0.0000    0.5000
    415 "J. Wilkes"                              0.0000    0.0000    0.5000
    416 "P. A. Bloniarz"                         0.0000    0.0000    0.5000
    417 "F. Hermeline"                           0.0000    0.0000    0.5000
    418 "M. J. Graham"                           0.0000    0.0000    0.5000
    419 "R. Kimmel"                              0.0000    0.0000    0.5000
    420 "K. Sambandan"                           0.0000    0.0000    0.5000
    421 "D. Shepard"                             0.0000    0.0000    0.5000
    422 "P. R. Cavalcanti"                       0.0000    0.0000    0.5000
    423 "P. O. Anderson"                         0.0000    0.0000    0.5000
    424 "C. R. Bonapace"                         0.0000    0.0000    0.5000
    425 "P. Di Felice"                           0.0000    0.0000    0.5000
    426 "Satyandra K. Gupta"                    0.0000    0.0000    0.5000
    427 "D. Barnum"                              0.0000    0.0000    0.5000
    428 "J. Mark Keil"                          0.0000    0.0000    0.5000
    429 "S. Venkatasubramanian"                 0.0000    0.0000    0.5000
    430 "G. Peng"                                0.0000    0.0000    0.5000
    431 "Jae-Hoon Kim"                           0.0000    0.0000    0.5000
    432 "J. N. Tsitsiklis"                      0.0000    0.0000    0.5000
    433 "C. Rackoff"                             0.0000    0.0000    0.5000
    434 "W. Rulling"                             0.0000    0.0000    0.5000
    435 "Tomas Recio"                           0.0000    0.0000    0.5000
    436 "C. R. Liu"                              0.0000    0.0000    0.5000
    437 "P. A. Thompson"                         0.0000    0.0000    0.5000
    438 "David Lavender"                         0.0000    0.0000    0.5000
    439 "A. D. McAulay"                          0.0000    0.0000    0.5000
    440 "V. N. Vapnik"                           0.0000    0.0000    0.5000
    441 "M. Shimrat"                             0.0000    0.0000    0.5000
    442 "J.-M. Chassery"                        0.0000    0.0000    0.5000
    443 "J. H. Clark"                           0.0000    0.0000    0.5000
    444 "V. T. Rajan"                            0.0000    0.0000    0.5000
    445 "B. S. Chlebus"                          0.0000    0.0000    0.5000
    446 "Sigal Ar"                               0.0000    0.0000    0.5000
    447 "Brad Andalman"                          0.0000    0.0000    0.5000
    448 "Y. Cheng"                               0.0000    0.0000    0.5000
    449 "I. Schur"                               0.0000    0.0000    0.5000
    450 "Peter-Michael Schmidt"                 0.0000    0.0000    0.5000
    451 "Edwin Buchman"                          0.0000    0.0000    0.5000
    452 "G. T. Sallee"                           0.0000    0.0000    0.5000
    453 "Lai Mingwu"                             0.0000    0.0000    0.5000
    454 "M. Marzetta"                            0.0000    0.0000    0.5000
    455 "J. U. Turner"                           0.0000    0.0000    0.5000
    456 "B. C. Teeter"                           0.0000    0.0000    0.5000
    457 "H. Chiyokura"                           0.0000    0.0000    0.5000
    458 "B. An"                                  0.0000    0.0000    0.5000
    459 "Ervin Gyori"                           0.0000    0.0000    0.5000
    460 "Francesco Vargiu"                       0.0000    0.0000    0.5000
    461 "J. P. Norback"                          0.0000    0.0000    0.5000
    462 "E. H. L. Aarts"                         0.0000    0.0000    0.5000
    463 "P. R. White"                            0.0000    0.0000    0.5000
    464 "S. Sudarshan"                           0.0000    0.0000    0.5000
    465 "A. A. Pasko"                            0.0000    0.0000    0.5000
    466 "Thomas C. Shermer"                     0.0000    0.0000    0.5000
